station,latitude,longitude
東京,35.681382,139.766084
上野,35.713768,139.777254
大宮,35.906295,139.623999
熊谷,36.139702,139.389942
本庄早稲田,36.218575,139.179739
高崎,36.322356,139.013057
安中榛名,36.362408,138.849589
軽井沢,36.34255,138.635062
佐久平,36.277898,138.464339
上田,36.396498,138.249736
長野,36.643,138.188686
飯山,36.847975,138.359663
上越妙高,37.081813,138.249476
糸魚川,37.043647,137.861327
黒部宇奈月温泉,36.8742374,137.4814155
富山,36.701226,137.21319
新高岡,36.727004,137.010459
金沢,36.578273,136.647763
